Rank,playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,BB,1B,2B,3B,HR,ROE,K,HBP,FO,GO,LO,Popup#
1,1322872064,D. Amaral,Dre Amaral,Amaral,SS,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,1,0,0,0,0,0,5,0,0,4,1,0
1,1084399104,D. Curley,Dean Curley,Curley,SS,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,0,2,1,0,2,0,3,1,2,4,0,0
1,1309506304,A. Williamson,Andrew Williamson,Williamson,RF,University of Central Florida,UCF,730256640,Central Florida,BBC,L,L,2,0,0,0,2,0,2,0,4,3,1,0
1,1099190016,M. Lippe,Michael Lippe,Lippe,LF,University of Louisville,LOU,5467,Louisville,BBC,R,R,1,5,2,0,1,0,4,0,2,1,0,0
1,1257343232,B. Cleary,Ben Cleary,Cleary,2B,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,1,3,0,1,0,0,1,0,3,2,2,0
1,1211935744,j. caron,josh caron,caron,C,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,0,2,1,0,2,0,1,0,3,6,0,0
1,1211941889,C. Evans,Cole Evans,Evans,RF,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,4,3,0,0,1,0,1,1,2,4,1,0
1,1207461888,C. Frost,Cael Frost,Frost,LF,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,R,1,4,2,0,4,1,5,1,2,8,0,0
1,1306802176,L. Luskey,Luke Luskey,Luskey,1B,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,5,0,3,0,1,0,7,1,2,3,0,0
1,1194511616,J. Oreilly,Jack Oreilly,Oreilly,1B,Villanova University,VILL,730278400,Villanova,BBC,R,R,1,1,1,0,1,0,2,0,6,3,1,0
1,1099208448,L. Mcallister,Levi Mcallister,Mcallister,C,University at Albany,ALBY,730280448,Albany,BBC,R,R,0,0,0,0,0,0,3,0,3,6,0,0
1,1259952896,J. Toby,Jared Toby,Toby,LF,University at Albany,ALBY,730280448,Albany,BBC,R,R,1,1,2,0,2,0,4,0,4,4,0,0
1,1325548544,C. Loyal,Cooper Loyal,Loyal,SS,University at Albany,ALBY,730280448,Albany,BBC,R,R,1,2,0,0,0,1,3,0,2,5,0,0
1,1080340992,R. Stokes,Rhett Stokes,Stokes,3B,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,1,2,1,0,0,0,1,0,0,4,1,0
1,1211930368,C. Brumbaugh,Cayden Brumbaugh,Brumbaugh,DH,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,0,1,2,0,0,0,2,0,3,2,0,0
1,1153438464,J. Kernodle,Jake Kernodle,Kernodle,DH,Princeton University,PRIN,730198784,Princeton,BBC,R,R,0,3,0,0,1,0,4,0,1,1,0,0
1,1259966976,A. Robbins,Aiden Robbins,Robbins,LF,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,0,2,1,0,1,0,2,0,1,2,2,0
1,1213267200,S. Grady,Shea Grady,Grady,2B,Bryant University,BRY,730266880,Bryant,BBC,R,R,2,2,0,0,0,0,1,0,2,3,1,0
1,1239308800,J. Clough,Jude Clough,Clough,C,George Washington University,GW,730249216,George Washington,BBC,R,R,4,2,1,0,0,0,0,0,0,5,0,0
1,1099245312,M. Travisano,Matt Travisano,Travisano,SS,University of Massachusetts,MASS,5451,UMass,BBC,R,R,0,6,0,0,0,0,2,0,1,1,0,0
1,1184440064,T. Sanders,Travis Sanders,Sanders,3B,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,1,0,1,0,0,1,2,1,0,5,0,0
1,1100739840,B. Reynolds,Brady Reynolds,Reynolds,RF,Stanford University,STAN,730251264,Stanford,BBC,L,R,0,1,1,0,0,0,4,1,0,4,0,0
1,1190789888,J. Pipercic,Jacob Pipercic,Pipercic,CF,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,2,0,0,0,0,0,3,0,4,1,0,0
1,1164160512,J. Mendez,Jonathan Mendez,Mendez,SS,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,1,1,2,0,1,0,3,0,1,4,1,0
1,1084413952,J. Gorostola,Javier Gorostola,Gorostola,DH,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,0,4,1,0,0,0,6,1,2,1,0,0
1,1143338496,J. Curtis,Jake Curtis,Curtis,2B,University of Memphis,MEM,730172160,Memphis,BBC,R,R,5,2,2,0,1,1,3,2,7,6,0,0
1026,1250752768,J. Rainess,Jake Rainess,Rainess,SS,University of Houston,HOU,3030,Houston,BBC,R,R,2,1,0,0,0,1,5,2,2,4,0,1
1026,1158332416,D. Cantu,Daniel Cantu,Cantu,1B,Florida State University,FSU,101,Florida State,BBC,L,R,2,3,1,0,0,1,2,0,2,7,0,1
1026,1311552768,K. Machado,Kyle Machado,Machado,1B,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,3,0,1,0,0,1,3,0,4,3,0,1
1026,1113643776,D. Stuart,Daunte Stuart,Stuart,2B,University of Memphis,MEM,730172160,Memphis,BBC,R,R,3,5,5,0,1,1,2,0,5,5,0,1
1026,1233390336,A. Lane,Alex Lane,Lane,LF,Northeastern University,NE,343,Northeastern,BBC,R,R,3,6,2,0,2,0,5,2,2,2,0,1
1026,1250202880,L. Trigiani,Luca Trigiani,Trigiani,SS,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,1,4,0,0,0,0,2,0,2,2,0,1
1026,1116313344,A. Ramirez,Alex Ramirez,Ramirez,2B,Mercer University,MER,730240512,Mercer,BBC,L,R,2,0,0,0,0,0,2,5,2,3,0,1
1026,1170743296,F. Genther,Frtiz Genther,Genther,SS,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,3,3,0,0,1,0,4,0,1,7,0,1
1026,1193131264,G. Norris,Grant Norris,Norris,3B,Penn State University,PSU,5326,Penn State,BBC,R,R,0,3,3,0,1,1,5,0,1,2,1,1
1026,1299780096,J. Zyska,Jack Zyska,Zyska,RF,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,1,1,2,0,0,1,1,0,2,4,1,1
1026,1082860800,K. Putsky,Kevin Putsky,Putsky,RF,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,L,L,1,0,0,0,0,0,5,0,0,3,0,1
1026,1133096192,A. Choi,Albert Choi,Choi,CF,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,0,0,2,0,0,0,6,0,1,1,0,1
1026,1145051904,J. Krause,Jack Krause,Krause,CF,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,L,R,3,3,0,0,0,0,3,2,3,1,0,1
1026,1311638784,Z. Morris,Zac Morris,Morris,2B,Duke University,DUKE,730336256,Duke,BBC,R,R,3,3,2,0,1,0,8,1,2,4,0,1
1026,1311639296,T. Morgan,Trey Morgan,Morgan,P,Virginia Military Institute,VMI,730173440,VMI,BBC,L,L,3,0,0,0,0,0,0,0,2,6,0,1
1026,1150379264,B. Heaton,Brodey Heaton,Heaton,1B,Belmont University,BEL,730190336,Belmont,BBC,R,R,2,0,1,0,2,1,7,0,0,1,0,1
1026,1271908352,T. Antonson,Trevor Antonson,Antonson,SS,Seattle University,SEA,4504,Seattle,BBC,R,R,2,2,0,0,0,0,3,1,4,2,1,1
1026,1078554880,K. Lyons,Kyle Lyons,Lyons,LF,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,4,5,0,0,0,0,3,0,3,5,0,1
1026,1106461440,C. Cannizzaro,Chris Cannizzaro,Cannizzaro,LF,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,3,2,2,0,1,0,4,0,3,8,1,1
1026,1328928256,D. Kark,Dillon Kark,Kark,SS,Michigan State University,MSU,1551,Michigan State,BBC,R,R,0,4,2,0,0,0,3,1,3,6,0,1
1026,1192901120,H. Travinski,Hayden Travinski,Travinski,C,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,5,5,1,0,1,0,3,1,2,3,0,1
1026,1113284096,C. Mcguire,Connor Mcguire,Mcguire,3B,California Baptist University,CBU,5091,California Baptist,BBC,R,R,1,2,0,0,0,0,2,0,4,2,0,1
1026,1213655552,D. Duarte,Dallas Duarte,Duarte,C,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,1,3,1,0,0,0,1,1,3,2,0,1
1026,1219398656,T. Jones,Tre Jones,Jones,RF,University of Houston,HOU,3030,Houston,BBC,L,L,0,3,1,0,1,0,8,1,3,2,0,1
1026,1078554368,J. Thompson,Julian Thompson,Thompson,SS,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,0,1,0,0,0,0,4,0,3,2,0,1
1026,1237816320,J. Loynd,Joey Loynd,Loynd,2B,University of Delaware,DEL,730203136,Delaware,BBC,R,R,0,3,0,0,0,1,2,1,3,3,1,1
1026,1139712512,J. Greenwell,Julian Greenwell,Greenwell,DH,Wright State University,WRST,5390,Wright State,BBC,L,L,1,8,2,0,0,0,3,2,6,3,1,1
1026,1292741632,J. Swinehart,Josh Swinehart,Swinehart,DH,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,1,3,1,0,1,0,3,0,1,1,2,1
1026,1150379776,M. Mcdowell,Micah Mcdowell,Mcdowell,CF,Oregon State University,ORST,3111,Oregon State,BBC,L,R,1,5,2,0,1,0,4,2,1,5,0,1
1026,1180850944,C. Hill,Caleb Hill,Hill,LF,UTSA,UTSA,730373120,UTSA,BBC,L,R,4,2,0,0,1,0,4,0,0,1,0,1
1026,1261225728,N. Swarts,Nate Swarts,Swarts,CF,Washington State University,WSU,4505,Washington State,BBC,R,R,0,3,0,0,1,0,2,3,0,1,0,1
1026,1225348608,C. Weiss,Cooper Weiss,Weiss,SS,Auburn University,AUB,5466,Auburn,BBC,R,R,3,5,2,0,1,0,3,1,3,6,1,1
1026,1318719232,S. Kubo,Shaydon Kubo,Kubo,1B,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,1,3,2,0,0,0,2,1,4,3,0,1
1026,1168479232,K. Dodge,Kanin Dodge,Dodge,SS,Lamar University,LAM,730162432,Lamar,BBC,S,R,3,0,1,0,0,0,1,0,3,2,0,1
1026,1168479744,C. Martin,Cal Martin,Martin,1B,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,1,3,0,0,0,0,4,0,2,2,0,1
1026,1311638016,G. Felix,Garrett Felix,Felix,DH,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,2,8,0,0,0,1,5,1,1,5,0,1
1026,1088206848,A. Mackenzie,Anthony Mackenzie,Mackenzie,1B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,S,R,0,1,2,0,0,1,4,0,6,1,0,1
1026,1222786048,R. Proto,Ryan Proto,Proto,C,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,1,4,2,1,0,0,3,1,5,2,1,1
1026,1180853248,J. Powell,Joe Powell,Powell,C,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,2,4,0,0,0,0,0,0,3,3,0,1
1026,1168763136,L. Leax,Logan Leax,Leax,RF,University of San Francisco,SF,730365696,San Francisco,BBC,S,L,4,1,0,0,0,0,3,1,1,3,0,1
1026,1287034112,J. Topolski,Jake Topolski,Topolski,LF,University of Richmond,RICH,730171904,Richmond,BBC,R,R,3,2,2,0,0,1,1,0,4,1,0,1
1026,1184561920,D. Brewer,Dylan Brewer,Brewer,RF,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,L,8,7,0,0,1,1,1,2,0,8,0,1
1026,1193057536,T. Ballestero,Tate Ballestero,Ballestero,C,Wake Forest University,WAKE,730373376,Wake Forest,BBC,S,R,3,2,1,0,0,0,6,1,2,0,2,1
1026,1133126400,T. Ross,Tyler Ross,Ross,3B,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,2,1,1,1,0,1,4,0,3,2,0,1
1026,1299347968,K. Byrne,Kurtis Byrne,Byrne,C,Texas Christian University,TCU,5045,TCU,BBC,R,R,1,1,1,1,0,0,0,0,2,4,1,1
1026,1318718976,G. Fisher,Garrett Fisher,Fisher,C,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,2,0,1,0,1,1,2,2,4,3,0,1
1026,1236102400,J. Volpe,John Volpe,Volpe,LF,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,0,3,0,0,0,0,6,2,3,7,0,1
1026,1309616128,W. Kennedy,Will Kennedy,Kennedy,LF,Hofstra University,HOF,730245120,Hofstra,BBC,L,L,2,2,0,0,0,1,5,0,2,8,3,1
1026,1170002176,S. Hrustich,Stephen Hrustich,Hrustich,LF,University of Michigan,MICH,2290,Michigan,BBC,R,R,1,0,1,1,2,1,6,1,1,2,0,1
1026,1079823104,T. Marsh,Trevor Marsh,Marsh,LF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,L,2,2,1,0,0,0,4,0,2,1,0,1
1026,1283485440,K. Schmack,Kyle Schmack,Schmack,1B,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,3,2,0,0,0,0,2,0,3,1,0,1
1026,1253562880,C. Mcconnell,Cole Mcconnell,Mcconnell,LF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,0,5,0,0,1,0,3,1,2,2,0,1
1026,1224780288,A. Myers,Adarius Myers,Myers,DH,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,1,3,0,0,0,0,1,0,3,3,0,1
1026,1213137408,B. Brown,Brayton Brown,Brown,LF,UAB,UAB,730345984,UAB,BBC,R,R,1,0,2,0,0,0,2,0,3,3,1,1
1026,1120678656,N. Lopez,Nick Lopez,Lopez,3B,University of Kentucky,UK,5362,Kentucky,BBC,S,R,0,8,1,0,1,0,0,0,2,3,2,1
1026,1317646848,A. Tellier,Adam Tellier,Tellier,3B,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,4,3,1,0,1,1,4,0,3,7,1,1
1026,1292741888,G. Budig,Greg Budig,Budig,C,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,1,0,1,0,0,0,5,0,5,5,0,1
1026,1291393792,M. Shallenberger,Mark Shallenberger,Shallenberger,LF,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,2,3,1,0,0,0,2,2,2,3,1,1
1026,1084213760,C. Tollett,Cason Tollett,Tollett,C,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,3,7,0,0,2,1,2,0,2,3,0,1
1026,1139925760,M. Snyder,Michael Snyder,Snyder,3B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,6,3,0,0,1,1,3,3,2,1,1,1
1026,1136379392,N. Hassan,Nick Hassan,Hassan,C,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,1,3,0,0,1,0,0,0,2,3,0,1
1026,1145050624,B. Vore,Ben Vore,Vore,P,Wright State University,WRST,5390,Wright State,BBC,R,R,4,1,2,0,0,0,3,0,2,2,0,1
1026,1311552000,J. Long III,Johnny Long III,Long III,C,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,1,2,0,0,0,1,2,0,3,6,1,1
1026,1163142912,B. O'shaughnessy,Braeden O'shaughnessy,O'shaughnessy,3B,Campbell University,CAMP,730187776,Campbell,BBC,R,R,3,3,1,0,0,0,4,0,0,3,1,1
1026,1341195008,T. Bischke,Tyler Bischke,Bischke,2B,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,4,2,1,0,0,0,3,0,0,3,0,1
1026,1264355840,K. Radcliffe,Khyle Radcliffe,Radcliffe,RF,Southern University,SOU,4767,Southern,BBC,L,R,0,4,1,0,0,0,3,0,3,4,1,1
1026,1192920320,T. Lafleur,Trey Lafleur,Lafleur,1B,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,2,4,2,0,0,0,6,0,1,1,1,1
1026,1160391424,N. Soles,Noah Soles,Soles,DH,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,4,5,0,1,2,0,4,0,2,6,2,1
1026,1278602240,C. Bell,Carson Bell,Bell,1B,Radford University,RAD,730267392,Radford,BBC,L,R,1,3,1,1,2,0,2,1,2,7,1,1
1026,1143320320,K. Preston,Knox Preston,Preston,C,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,0,3,4,0,0,0,3,0,0,2,0,1
1026,1095209984,W. Gale,William Gale,Gale,CF,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,0,4,0,0,0,0,7,0,2,3,0,1
1026,1203295744,J. Luders,Jonathan Luders,Luders,2B,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,0,5,0,0,0,0,1,1,2,4,3,1
1026,1127737344,A. Hansen,Aj Hansen,Hansen,2B,Villanova University,VILL,730278400,Villanova,BBC,R,R,4,1,2,0,0,0,5,2,3,3,0,1
1026,1236102656,B. O'Donnell,Brendan O'Donnell,O'Donnell,RF,James Madison University,JMU,730340096,James Madison,BBC,R,R,4,0,3,0,3,2,7,2,2,3,0,1
1026,1201654272,P. Stahl,Phil Stahl,Stahl,DH,Monmouth University,MONM,4164,Monmouth,BBC,R,R,1,3,2,0,0,0,1,0,1,2,0,1
1026,1309395712,N. Gooden,Nick Gooden,Gooden,2B,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,1,5,0,0,1,1,3,1,2,9,1,1
1026,1253563136,L. Mcleod,Logan Mcleod,Mcleod,SS,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,3,0,0,1,0,0,3,2,0,1,0,1
1026,1096002560,M. Goudeau,Michael Goudeau,Goudeau,C,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,2,1,0,0,0,0,2,2,1,1,0,1
1026,1113957888,R. Ollison,Ryan Ollison,Ollison,DH,Southern University,SOU,4767,Southern,BBC,R,R,1,0,1,0,0,1,1,0,5,3,0,1
1026,1174192896,K. Furr,Kasten Furr,Furr,SS,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,2,3,1,0,1,0,0,1,1,1,1,1
1026,1252956928,O. Cobb,Owen Cobb,Cobb,2B,Stanford University,STAN,730251264,Stanford,BBC,R,R,1,2,0,0,1,0,1,0,1,7,3,1
1026,1184562688,P. Gallo,Pierce Gallo,Gallo,2B,Rice University,RICE,2352,Rice,BBC,R,R,2,2,2,0,0,1,2,1,3,8,1,1
1026,1099182592,M. Okuley,Mitchell Okuley,Okuley,LF,The Ohio State University,OSU,4144,Ohio State,BBC,L,R,1,6,1,0,0,1,7,1,3,8,0,1
1026,1222784000,S. Rimmer,Sean Rimmer,Rimmer,DH,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,0,1,2,0,0,0,4,1,1,2,0,1
1026,1298196480,M. Venuto,Matt Venuto,Venuto,1B,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,S,R,0,0,0,0,0,1,3,2,1,4,1,1
1026,1216404224,S. Luttazi,Steve Luttazi,Luttazi,1B,Fordham University,FOR,730324992,Fordham,BBC,L,L,1,2,0,0,1,1,4,2,0,2,0,1
1026,1092324352,C. Gill,Cameron Gill,Gill,C,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,1,0,0,0,0,0,7,0,2,2,2,1
1026,1195158016,E. Lege,Ethan Lege,Lege,3B,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,3,3,3,0,0,0,0,2,0,3,0,1
1026,1211742208,T. Moss,Treyvin Moss,Moss,SS,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,R,3,3,2,1,2,0,3,1,3,5,2,1
1026,1138184704,R. Mendoza,Rey Mendoza,Mendoza,DH,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,L,3,1,0,0,0,0,2,1,0,2,0,1
1026,1229345280,L. Bravo,Logan Bravo,Bravo,1B,Duke University,DUKE,730336256,Duke,BBC,R,R,4,5,2,1,1,0,4,0,3,0,1,1
1026,1264354560,B. Beauchamp,Ben Beauchamp,Beauchamp,LF,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,0,1,2,0,0,0,3,0,1,2,0,1
1026,1286167552,R. Strollo,Ryan Strollo,Strollo,LF,Fairfield University,FAIR,730380544,Fairfield,BBC,L,R,1,0,0,0,0,0,9,0,0,3,0,1
1026,1098521856,B. Frederick,Bryce Frederick,Frederick,3B,Towson University,TOWS,730318336,Towson,BBC,R,R,1,3,0,0,5,0,4,0,3,4,0,1
1026,1116319232,A. Brienza,Anthony Brienza,Brienza,2B,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,0,6,0,0,0,0,2,2,1,2,0,1
1026,1107828480,B. Matthews,Bryce Matthews,Matthews,RF,University of Nevada,NEV,4784,Nevada,BBC,L,R,0,2,0,0,0,0,5,0,1,2,1,1
1026,1252633344,J. Dejohn,Jackson Dejohn,Dejohn,C,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,1,0,2,0,0,0,3,2,2,2,0,1
1026,1203476480,S. Surrett,Seth Surrett,Surrett,LF,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,L,R,3,4,0,0,0,0,3,3,0,5,1,1
1026,1113282048,C. Cunningham,Carter Cunningham,Cunningham,1B,East Carolina University,ECU,730270720,East Carolina,BBC,L,R,2,8,1,0,1,1,7,2,7,4,0,1
1026,1243072768,D. Pearson,Dalton Pearson,Pearson,CF,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,5,1,1,0,1,0,4,0,2,3,0,1
1026,1188259840,N. Rabon,Noah Rabon,Rabon,LF,Liberty University,LIB,730156288,Liberty,BBC,R,R,1,4,5,0,0,0,2,2,5,3,0,1
1026,1116199936,K. Russell,Kyle Russell,Russell,2B,Washington State University,WSU,4505,Washington State,BBC,R,R,2,1,0,0,1,0,3,0,3,3,1,1
1026,1262299392,J. Berring,Jonjon Berring,Berring,LF,Santa Clara University,SCU,730297600,Santa Clara,BBC,L,R,2,4,3,0,1,0,2,1,4,4,1,1
1026,1136406272,Z. Ketterman,Zach Ketterman,Ketterman,3B,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,R,1,2,0,0,0,0,7,0,2,1,0,1
1026,1246711296,N. Stocum,Nate Stocum,Stocum,RF,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,L,2,2,0,0,0,0,6,0,3,0,0,1
1026,1243069184,P. Harber,Parks Harber,Harber,1B,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,4,1,0,0,0,0,2,0,2,0,0,1
1026,1076013056,J. Riedel,Jack Riedel,Riedel,2B,Rice University,RICE,2352,Rice,BBC,L,R,1,4,2,0,0,0,10,1,3,3,1,1
1026,1120783360,C. Klingler,Charlie Klingler,Klingler,DH,High Point University,HP,730321152,High Point,BBC,L,R,3,4,1,0,0,1,2,0,1,9,0,1
1026,1310273536,J. Thomason,Jay Thomason,Thomason,3B,Air Force Academy,AFA,730205440,Air Force,BBC,L,R,1,1,0,0,1,0,4,0,3,3,0,1
1026,1201917952,W. Smith,Will Smith,Smith,2B,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,2,1,1,0,1,0,4,0,1,4,0,1
1026,1142539520,L. Costello,Lucas Costello,Costello,RF,University of Miami,MIA,236,Miami,BBC,R,R,2,2,0,0,1,0,6,2,0,1,0,1
1026,1245436160,R. Anderson,Reece Anderson,Anderson,RF,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,1,5,0,0,0,0,1,2,1,2,0,1
1026,1307813376,G. Gouldsmith,Gunner Gouldsmith,Gouldsmith,2B,Sacramento State University,SAC,730293760,Sacramento State,BBC,S,R,0,4,0,0,0,1,2,0,3,8,0,1
1026,1108466176,A. Thurston,Alex Thurston,Thurston,2B,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,1,1,1,0,0,0,2,0,5,1,0,1
1026,1238938112,D. Mach,Dylan Mach,Mach,3B,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,2,1,0,0,0,0,1,0,4,5,1,1
1026,1223380736,B. Williams,Basiel Williams,Williams,DH,Nicholls State University,NICH,730284032,Nicholls State,BBC,S,R,1,6,0,0,1,1,9,0,0,3,0,1
1026,1272271104,C. Dorris,Chevalier Dorris,Dorris,2B,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,S,S,1,0,0,0,0,0,2,2,0,3,1,1
1026,1287733760,J. Urdaneta,Josue Urdaneta,Urdaneta,2B,Indiana State University,INST,730350080,Indiana State,BBC,S,R,1,3,1,1,0,0,2,2,0,7,0,1
1026,1142759680,R. Morales,Richie Morales,Morales,3B,University of Arizona,ARIZ,232,Arizona,BBC,R,R,1,0,2,0,0,0,4,2,1,1,0,1
1026,1256122368,L. Keller,Logan Keller,Keller,SS,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,1,3,1,0,0,0,1,0,3,3,0,1
1026,1256122880,E. Diaz,Eduardo Diaz,Diaz,SS,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,4,1,0,0,0,0,1,0,2,4,0,1
1026,1074721024,C. Graves,Chase Graves,Graves,LF,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,4,1,0,0,0,0,3,0,3,1,0,1
1026,1193487360,J. Starling,Jacob Starling,Starling,2B,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,2,4,0,0,0,0,4,2,4,7,2,1
1026,1333124608,E. Manzo,Efrain Manzo,Manzo,DH,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,3,4,1,0,1,0,3,2,2,1,2,1
1026,1256937216,K. Levari,Kenny Levari,Levari,3B,Old Dominion University,ODU,3090,Old Dominion,BBC,L,R,4,2,1,0,0,0,9,0,1,4,0,1
1026,1310621952,R. Rodriguez,Raphy Rodriguez,Rodriguez,SS,Norfolk State University,NORF,3904,Norfolk State,BBC,L,R,2,2,2,0,0,0,5,2,4,4,0,1
1026,1086817024,K. Dernedde,Kyle Dernedde,Dernedde,SS,University of Michigan,MICH,2290,Michigan,BBC,R,R,1,1,1,0,1,0,4,0,2,1,2,1
1026,1188010752,W. Hadeen,Woody Hadeen,Hadeen,SS,UC Irvine,UCI,3031,UC Irvine,BBC,S,R,1,6,1,0,0,1,2,1,3,3,0,1
1026,1246725888,E. Pelc,Eddy Pelc,Pelc,RF,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,L,2,2,2,0,0,0,2,1,3,0,1,1
1026,1204444928,R. Zaborowski,Ryland Zaborowski,Zaborowski,3B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,2,3,1,0,0,0,1,1,6,2,1,1
1026,1237014016,R. Ellis,Ryan Ellis,Ellis,LF,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,L,R,1,3,1,0,0,0,2,0,3,0,0,1
1026,1213515520,M. Simon,Mitchel Simon,Simon,3B,California Baptist University,CBU,5091,California Baptist,BBC,R,R,2,5,2,0,1,0,5,0,1,5,0,1
1026,1320358656,M. Ruiz,Matt Ruiz,Ruiz,SS,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,3,0,2,0,0,0,3,0,1,1,1,1
1026,1263142912,M. Sears,Mike Sears,Sears,3B,Indiana State University,INST,730350080,Indiana State,BBC,R,R,4,0,0,0,2,1,6,1,1,2,1,1
1026,1107222016,C. Leary,Cameron Leary,Leary,RF,Boston College,BC,227,Boston College,BBC,L,L,8,1,1,0,1,1,3,0,1,6,0,1
1026,1087194624,N. Chong,Nathan Chong,Chong,DH,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,0,1,0,0,0,0,5,0,0,5,0,1
1026,1143310848,D. Popa,Dom Popa,Popa,C,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,S,R,0,6,2,0,0,0,4,0,2,2,1,1
