Rank,playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,BB,1B,2B,3B,HR,ROE,K,HBP,FO,GO,LO,Popup#
1,1310593536,C. Grady,Clay Grady,Grady,SS,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,0,6,0,0,0,0,2,0,2,5,0,0
1,1123942656,E. Moreno,Estevan Moreno,Moreno,2B,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,1,1,0,0,1,1,5,1,0,2,0,0
1,1075203328,M. Robertson,Michael Robertson,Robertson,CF,University of Florida,FLA,730168320,Florida,BBC,L,R,1,1,1,0,0,0,6,0,0,3,1,0
1,1152902912,O. Prince,Owen Prince,Prince,LF,Virginia Military Institute,VMI,730173440,VMI,BBC,S,L,3,3,1,0,0,0,4,2,0,4,1,0
1,1162384896,G. Fitzwater,Grayson Fitzwater,Fitzwater,1B,Virginia Military Institute,VMI,730173440,VMI,BBC,L,L,1,2,2,0,0,0,4,2,2,1,0,0
1,1282462976,J. Koza,Jimmy Koza,Koza,LF,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,2,1,0,0,0,1,3,0,2,2,0,0
1,1084687616,B. Cyr,Blake Cyr,Cyr,2B,University of Miami,MIA,236,Miami,BBC,R,R,2,3,0,0,3,0,4,0,3,2,1,0
1,1162501120,C. Benge,Carson Benge,Benge,DH,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,5,1,4,0,1,1,4,0,3,6,1,0
1,1244079872,T. Wulfert,Tyler Wulfert,Wulfert,3B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,3,3,2,0,0,1,2,0,6,3,1,0
1,1260756992,D. Bargo,Dalton Bargo,Bargo,DH,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,4,2,0,0,2,0,3,0,1,0,0,0
1,1090841857,C. Hill,Cole Hill,Hill,RF,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,3,6,0,0,0,1,1,1,3,4,0,0
1,1230512128,N. Brown,Nolan Brown,Brown,RF,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,1,2,0,0,1,0,8,0,1,0,0,0
1,1247115520,B. Stahlman,Brandon Stahlman,Stahlman,3B,UNC Charlotte,CHAR,730214400,Charlotte,BBC,L,R,0,3,1,0,0,0,6,1,2,10,0,0
1,1258259200,A. Jaslove,Austen Jaslove,Jaslove,DH,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,0,5,1,0,2,0,4,3,0,3,0,0
1,1331919360,M. White,Mason White,White,DH,University of Arizona,ARIZ,232,Arizona,BBC,L,R,1,5,0,0,0,0,8,0,1,0,0,0
1,1162532096,T. Lopez,Tracer Lopez,Lopez,SS,Texas Tech University,TTU,2350,Texas Tech,BBC,S,R,2,2,2,0,0,0,0,1,4,3,0,0
1,1314888960,G. Harrelson,Gage Harrelson,Harrelson,CF,Texas Tech University,TTU,2350,Texas Tech,BBC,L,L,3,1,1,0,0,0,3,1,4,1,0,0
1,1174782720,C. Howarth,Cole Howarth,Howarth,DH,California Baptist University,CBU,5091,California Baptist,BBC,R,R,0,2,0,0,0,0,6,1,2,4,0,0
1,1181253888,B. Madron,Bryce Madron,Madron,RF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,L,4,2,1,0,1,0,7,1,4,4,0,0
1,1294968064,E. Carmichael,Easton Carmichael,Carmichael,C,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,3,5,2,0,1,0,1,1,3,2,2,0
1,1236375552,H. Feinberg,Harrison Feinberg,Feinberg,RF,Northeastern University,NE,343,Northeastern,BBC,R,R,1,4,0,0,0,0,6,0,2,2,1,0
1,1279296512,C. Maldonado,Cam Maldonado,Maldonado,LF,Northeastern University,NE,343,Northeastern,BBC,R,R,2,1,1,0,1,0,6,0,2,4,0,0
1,1318694400,J. Wolf,Jeremy Wolf,Wolf,2B,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,1,3,1,0,0,2,2,1,1,7,2,0
1,1099815424,J. Gurevitch,Jack Gurevitch,Gurevitch,DH,University of San Diego,USD,5320,San Diego,BBC,L,R,2,6,0,0,0,1,2,1,1,3,0,0
1,1096254976,J. Barnes iii,Jerry Barnes iii,Barnes iii,DH,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,3,3,0,0,0,0,3,1,0,0,1,0
1,1207502592,J. Nelson,Jake Nelson,Nelson,2B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,2,1,1,0,0,0,3,0,1,4,0,0
1,1279343616,T. Albright,Tyler Albright,Albright,LF,Duke University,DUKE,730336256,Duke,BBC,R,L,0,1,1,0,0,0,7,0,3,1,0,0
1,1207821568,C. Stelly,Caleb Stelly,Stelly,DH,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,1,3,1,0,0,0,3,1,1,6,1,0
1,1339503104,D. Holderbach,Drew Holderbach,Holderbach,1B,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,1,4,1,0,1,0,2,1,3,2,0,0
1,1083613440,C. Jumper,Cross Jumper,Jumper,LF,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,5,1,1,0,0,0,4,1,1,1,1,0
1,1210576896,A. Grier,Allen Grier,Grier,LF,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,L,0,3,1,0,1,0,1,1,3,1,1,0
1,1082402560,R. Austin,Rj Austin,Austin,3B,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,3,6,0,0,0,0,2,0,3,6,1,0
1,1153710080,J. Davis,Jayden Davis,Davis,2B,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,3,2,1,1,1,1,2,0,3,9,0,0
1,1143044864,L. Hanson,Luke Hanson,Hanson,2B,University of Virginia,UVA,5415,Virginia,BBC,R,R,3,3,2,0,0,0,3,1,2,7,0,0
1,1204929024,D. Barbero,Danny Barbero,Barbero,2B,Siena College,SIE,730382592,Siena,BBC,R,R,2,1,0,0,0,0,6,0,1,5,0,0
1,1294963968,D. Faurot,Drew Faurot,Faurot,2B,Florida State University,FSU,101,Florida State,BBC,S,R,2,3,1,1,0,1,1,0,4,3,1,0
1,1192537344,J. Urban,Joey Urban,Urban,LF,Butler University,BUT,730283520,Butler,BBC,R,R,5,5,0,0,0,1,3,0,5,4,0,0
1,1310790144,D. Gourson,Duce Gourson,Gourson,2B,UCLA,UCLA,5048,UCLA,BBC,L,R,3,5,1,0,0,1,8,1,0,8,0,0
1,1142570753,G. Ferraro,Gio Ferraro,Ferraro,SS,Marshall University,MRSH,730333696,Marshall,BBC,R,R,0,5,3,0,0,0,5,0,4,9,0,0
1,1282374400,K. Peralta,Kebler Peralta,Peralta,3B,Marshall University,MRSH,730333696,Marshall,BBC,R,R,3,3,1,0,0,1,4,0,5,7,1,0
1,1308153344,G. Cabrera,Gabriel Cabrera,Cabrera,DH,Marshall University,MRSH,730333696,Marshall,BBC,R,R,1,1,1,0,0,1,6,0,2,4,0,0
1,1165004800,J. Dunlap,James Dunlap,Dunlap,1B,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,1,3,1,0,1,0,5,0,2,2,0,0
1,1311954432,W. Aloy,Wehiwa Aloy,Aloy,SS,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,2,2,0,0,0,0,4,0,0,3,0,0
1,1111880448,W. Bermudez,Will Bermudez,Bermudez,2B,UC Irvine,UCI,3031,UC Irvine,BBC,S,R,0,3,0,1,0,0,2,0,2,3,1,0
1,1197006849,J. Oyama,Joichiro Oyama,Oyama,3B,UC Irvine,UCI,3031,UC Irvine,BBC,L,R,1,4,0,0,0,0,2,3,1,3,0,0
1,1151098368,C. Simpson,Cleary Simpson,Simpson,1B,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,R,8,5,0,0,0,0,5,0,1,3,0,0
1,1198808832,B. Mcrae,Blake Mcrae,Mcrae,DH,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,2,4,0,0,0,0,3,0,1,2,1,0
1,1297558528,K. Schroedle,Kyle Schroedle,Schroedle,LF,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,2,3,1,0,1,0,2,0,0,1,0,0
1,1142086400,M. Masciangelo,Matt Masciangelo,Masciangelo,LF,Sacramento State University,SAC,730293760,Sacramento State,BBC,L,L,5,3,1,0,0,0,2,0,5,1,0,0
1,1198525440,D. O'connell,Dylan O'connell,O'connell,LF,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,2,5,0,0,0,1,3,1,4,4,1,0
1,1281622784,J. Bujanda,Jared Bujanda,Bujanda,RF,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,L,R,1,1,0,0,0,0,2,1,2,5,0,0
1,1162037504,L. Helfrick,Leighton Helfrick,Helfrick,RF,UC Davis,UCD,730153984,UC Davis,BBC,R,R,0,4,0,0,0,0,1,0,2,5,0,0
1,1188283648,J. Wright,Joey Wright,Wright,SS,UC Davis,UCD,730153984,UC Davis,BBC,R,R,2,1,0,0,0,0,2,2,1,9,1,0
1,1278282752,A. Gouveia,Alex Gouveia,Gouveia,2B,UC Davis,UCD,730153984,UC Davis,BBC,R,R,2,5,1,0,0,1,1,0,1,10,1,0
1,1092672512,J. Jones,Jared Jones,Jones,DH,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,5,2,0,0,3,0,5,0,3,2,1,0
1,1334272256,G. Thoroman,Grant Thoroman,Thoroman,RF,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,L,1,9,0,1,3,0,3,1,4,4,0,0
1,1204960512,T. Williams,Tre Williams,Williams,DH,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,1,2,0,0,0,1,4,0,3,1,0,0
1,1094668288,B. Hurdsman,Bryker Hurdsman,Hurdsman,CF,Brigham Young University,BYU,730257152,BYU,BBC,R,R,1,1,1,1,1,0,5,1,1,5,0,0
1,1257398528,E. Conrad,Ethan Conrad,Conrad,1B,Marist College,MRST,730374656,Marist,BBC,L,L,2,1,0,0,0,1,6,0,4,2,0,0
1,1119800064,D. Dixon,Devon Dixon,Dixon,2B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,2,2,1,0,0,0,3,0,1,1,0,0
1,1310789632,G. Turley,Gavin Turley,Turley,RF,Oregon State University,ORST,3111,Oregon State,BBC,R,R,4,1,0,0,1,0,7,0,2,4,0,0
1,1099822080,H. Wilson,Harrison Wilson,Wilson,2B,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,0,1,0,0,0,0,4,0,4,2,0,0
1,1266555648,R. Teel,Ricky Teel,Teel,RF,Winthrop University,WIN,730294784,Winthrop,BBC,S,R,0,2,0,0,0,0,0,0,1,9,0,0
1,1299997952,W. Tippett,Will Tippett,Tippett,2B,University of South Carolina,SCAR,730348544,South Carolina,BBC,S,R,3,2,1,0,1,0,9,3,1,4,0,0
1,1181529088,R. Galloway,Rashawn Galloway,Galloway,DH,Texas State University,TXST,5420,Texas State,BBC,R,R,2,1,0,0,0,0,3,0,3,5,2,0
1,1100719360,M. Bucciero,Matt Bucciero,Bucciero,RF,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,1,1,0,1,0,0,7,0,1,1,1,0
1,1218484224,B. Barthol,Blake Barthol,Barthol,3B,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,L,R,5,3,3,0,1,1,3,5,2,4,1,0
1,1276902144,D. Hokuf,Dawson Hokuf,Hokuf,C,Lindenwood University,LU,730322176,Lindenwood,BBC,L,R,3,3,0,0,1,0,1,1,4,3,0,0
1,1245095168,M. Millan,Mauricio Millan,Millan,C,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,2,3,0,0,0,2,2,2,4,6,0,0
1,1100021504,T. Hudson,Todd Hudson,Hudson,DH,Liberty University,LIB,730156288,Liberty,BBC,L,R,2,1,1,0,0,0,2,2,0,3,0,0
1,1176353280,G. Frei,Gehrig Frei,Frei,SS,University of North Alabama,UNA,730266624,North Alabama,BBC,S,R,2,0,0,0,1,2,7,0,1,8,0,0
1,1212655616,D. Perez,Daniel Perez,Perez,2B,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,0,2,1,0,0,0,5,1,1,4,0,0
1,1254273792,T. Hansen,Trevor Hansen,Hansen,1B,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,1,1,0,0,0,0,5,0,3,4,0,0
1,1230652672,C. Keeton,Chase Keeton,Keeton,3B,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,5,4,2,0,0,1,4,1,8,5,0,0
1,1229569792,B. Mayberry,Blake Mayberry,Mayberry,3B,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,1,3,1,0,0,0,2,1,0,1,2,0
1,1310415616,A. Bouche,Alex Bouche,Bouche,SS,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,3,1,3,0,2,0,6,0,3,4,0,0
1,1205036800,T. Eisenstat,Tommy Eisenstat,Eisenstat,DH,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,2,4,1,0,1,0,5,0,0,3,0,0
1,1237184000,J. Curtis,Jeric Curtis,Curtis,CF,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,1,1,1,1,0,0,3,2,3,2,0,0
1,1310868737,C. Mcgarrh,Cade Mcgarrh,Mcgarrh,SS,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,R,1,2,0,0,0,0,8,0,0,2,0,0
1,1176532480,L. Yuhasz,Luke Yuhasz,Yuhasz,LF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,0,0,0,0,0,1,5,1,0,7,0,0
1,1125677825,R. Franklin,Ron Franklin,Franklin,CF,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,0,2,0,0,0,0,4,0,3,1,0,0
1,1184274432,B. Belo,Bryan Belo,Belo,2B,George Washington University,GW,730249216,George Washington,BBC,R,R,4,2,1,0,0,0,2,0,6,0,0,0
1,1310924800,S. Gates,Sam Gates,Gates,CF,George Washington University,GW,730249216,George Washington,BBC,S,R,0,3,0,0,0,0,10,2,3,5,0,0
1,1075205888,D. Williams,Dixon Williams,Williams,3B,East Carolina University,ECU,730270720,East Carolina,BBC,L,R,3,2,0,0,1,0,3,1,5,6,3,0
1,1109746176,D. Hellman,Dominic Hellman,Hellman,DH,University of Oregon,ORE,4807,Oregon,BBC,S,R,0,1,1,0,0,0,6,0,1,0,1,0
1,1227006976,J. Murray,Justin Murray,Murray,1B,University of Houston,HOU,3030,Houston,BBC,R,R,1,2,1,1,1,0,4,1,2,2,0,0
1,1099810304,W. Peifer,Wyatt Peifer,Peifer,3B,James Madison University,JMU,730340096,James Madison,BBC,S,R,1,3,3,1,0,0,2,0,1,10,1,0
1,1332976896,M. Mancini,Mike Mancini,Mancini,2B,James Madison University,JMU,730340096,James Madison,BBC,L,R,5,1,2,0,0,0,8,2,2,7,2,0
1,1162030592,C. Kurland,Cade Kurland,Kurland,2B,University of Florida,FLA,730168320,Florida,BBC,R,R,1,1,1,1,3,1,8,1,1,5,0,0
1,1196801024,D. Dreiling,Dylan Dreiling,Dreiling,LF,University of Tennessee,TENN,730153728,Tennessee,BBC,L,L,3,5,1,0,2,0,3,0,5,1,0,0
1,1094749952,T. Keels,Tré Keels,Keels,RF,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,2,1,0,0,0,0,6,1,2,0,0,0
1,1099188480,S. King,Skylar King,King,CF,West Virginia University,WVU,5327,West Virginia,BBC,L,L,3,2,0,0,0,2,2,0,1,11,0,0
1,1204333056,M. Larreal,Miguel Larreal,Larreal,DH,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,R,2,4,1,0,0,0,3,0,1,1,1,0
1,1314110208,J. Bell,Jg Bell,Bell,SS,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,2,3,0,0,1,2,2,1,3,4,1,0
1,1227288832,C. Gray,Clayton Gray,Gray,CF,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,L,R,3,6,0,0,2,0,4,1,4,3,1,0
1,1278204928,D. Pacella,Daniel Pacella,Pacella,LF,Illinois State University,ILST,730258944,Illinois State,BBC,L,L,2,6,2,0,0,0,6,1,1,2,1,0
1,1205061888,H. Teplanszky,Hunter Teplanszky,Teplanszky,3B,Baylor University,BAY,3033,Baylor,BBC,L,L,1,3,0,0,0,0,8,0,3,6,0,0
1,1099921152,T. Gollert,Taeg Gollert,Gollert,LF,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,1,6,1,0,0,0,2,0,1,2,3,0
1,1130289408,R. Fenn,Ryan Fenn,Fenn,2B,Cal Poly,CP,5487,Cal Poly,BBC,R,R,0,4,0,0,0,0,0,0,4,2,2,0
1,1205058816,Z. Stewart,Zack Stewart,Stewart,RF,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,1,2,0,1,2,0,3,1,1,7,0,0
1,1168879616,J. Demucci,Joey Demucci,Demucci,C,Monmouth University,MONM,4164,Monmouth,BBC,R,R,3,0,0,0,0,1,5,0,0,3,1,0
1,1227037696,A. Denlinger,Austin Denlinger,Denlinger,SS,Monmouth University,MONM,4164,Monmouth,BBC,R,R,0,4,2,0,0,0,1,0,4,6,1,0
1,1123950336,C. Gasser,Camden Gasser,Gasser,SS,Purdue University,PUR,730353152,Purdue,BBC,L,R,2,4,0,0,0,0,2,0,0,3,1,0
1,1289244160,J. Kim,Jonathan Kim,Kim,LF,University of Michigan,MICH,2290,Michigan,BBC,L,L,2,1,0,0,0,1,3,1,3,5,1,0
1,1195522560,H. Warren,Hank Warren,Warren,RF,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,1,5,0,0,1,1,1,0,2,2,0,0
1,1139923456,A. Francis,Austin Francis,Francis,2B,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,1,4,0,0,0,0,3,0,2,0,0,0
1,1239374080,Z. Kent,Zack Kent,Kent,RF,Wagner College,WAG,730192640,Wagner,BBC,R,R,1,2,2,0,0,0,5,0,1,4,0,0
1,1200440576,B. Hollins,Braley Hollins,Hollins,3B,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,1,2,0,0,0,0,3,1,1,2,0,0
1,1292067584,B. Donay,Brody Donay,Donay,DH,University of Florida,FLA,730168320,Florida,BBC,R,R,1,1,1,0,1,0,5,1,1,2,0,0
1,1093158912,H. Cooke,Henry Cooke,Cooke,C,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,2,4,0,0,0,0,3,1,2,1,0,0
1,1310831104,M. Russo,Matthew Russo,Russo,DH,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,1,0,1,0,0,0,2,2,1,3,0,0
1,1088525568,M. Mckernan,Michael Mckernan,Mckernan,CF,Fresno State,FRES,730384384,Fresno State,BBC,R,L,1,3,1,0,0,0,5,0,1,1,0,0
1,1099954688,J. Dresselhouse,Jake Dresselhouse,Dresselhouse,CF,Michigan State University,MSU,1551,Michigan State,BBC,R,R,0,1,1,0,0,0,6,0,1,4,0,0
1,1195454208,J. Nadeau,Justin Nadeau,Nadeau,2B,Jacksonville University,JAC,730335488,Jacksonville,BBC,L,R,0,5,0,0,0,0,3,2,1,4,0,0
1,1192608001,S. Seeker,Sam Seeker,Seeker,LF,University of Akron,AKR,540536064,Akron,BBC,L,L,7,3,1,0,0,1,5,1,3,4,1,0
1,1204942080,J. Poist,Jack Poist,Poist,DH,University of Akron,AKR,540536064,Akron,BBC,L,L,2,6,0,0,0,0,5,0,5,9,1,0
1,1296646400,M. Danford,Mac Danford,Danford,3B,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,0,3,0,0,0,2,9,0,0,3,0,0
1,1196796160,G. Miller,Gavin Miller,Miller,3B,Auburn University,AUB,5466,Auburn,BBC,R,R,3,2,2,0,1,0,3,0,4,4,0,0
1,1105387008,J. Journette,Justin Journette,Journette,3B,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,2,1,2,1,1,0,7,0,2,5,0,0
1,1127735808,T. Walton,Tai Walton,Walton,CF,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,0,0,0,1,0,0,4,0,2,2,0,0
1,1143062272,C. Clark,Carson Clark,Clark,2B,Wright State University,WRST,5390,Wright State,BBC,S,R,1,2,0,0,0,1,3,1,0,8,0,0
1,1162548992,L. Johnson,Lucas Johnson,Johnson,C,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,2,2,0,0,0,0,2,0,1,1,2,0
1,1233913344,M. Miura,Matthew Miura,Miura,RF,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,1,0,1,0,0,2,1,0,3,6,0,0
1,1190621184,D. Dickinson,Daniel Dickinson,Dickinson,SS,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,1,1,1,0,0,0,1,1,0,6,1,0
1,1318237440,J. Gallagher,Jack Gallagher,Gallagher,DH,UC Davis,UCD,730153984,UC Davis,BBC,R,R,1,1,1,0,1,0,3,0,3,0,0,0
1,1157144832,J. Allgeyer,Jake Allgeyer,Allgeyer,3B,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,S,R,2,2,1,0,1,0,1,0,0,3,1,0
1,1201258752,C. Niehaus,Caleb Niehaus,Niehaus,2B,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,0,2,4,0,0,0,3,0,3,4,0,0
1,1263255552,P. Stroh,Parker Stroh,Stroh,DH,McNeese State University,MCNS,730285056,McNeese State,BBC,L,L,1,2,0,0,1,0,5,0,1,1,1,0
1,1205084416,C. Hansen,Carson Hansen,Hansen,DH,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,L,1,0,2,0,0,0,7,1,1,4,0,0
1,1310440960,J. Jaffe,Jordan Jaffe,Jaffe,1B,University of Richmond,RICH,730171904,Richmond,BBC,R,R,1,3,0,0,0,0,3,1,2,0,0,0
1,1260433152,J. Gazdar,Jon Gazdar,Gazdar,2B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,2,5,3,0,1,1,2,0,3,5,0,0
1,1225506816,C. Miears,Cole Miears,Miears,RF,Tarleton State University,TSU,730236416,Tarleton State,BBC,R,R,3,1,0,0,0,0,2,1,1,2,2,0
1,1077076993,L. Bland,Logan Bland,Bland,2B,Murray State University,MURR,730188032,Murray State,BBC,S,R,2,0,0,0,0,0,4,1,4,4,0,0
1,1187810560,J. Ybarra,Jeter Ybarra,Ybarra,DH,University of Washington,WASH,3110,Washington,BBC,L,R,0,1,2,0,0,0,2,0,4,5,0,0
1,1310787328,D. Bravo,Damian Bravo,Bravo,LF,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,1,2,3,0,0,0,1,1,3,2,4,0
1,1294966784,M. Belyeu,Max Belyeu,Belyeu,RF,University of Texas,TEX,245,Texas,BBC,L,R,2,2,0,0,1,1,4,1,1,3,1,0
1,1100086272,C. Evans,Charlie Evans,Evans,CF,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,1,4,1,0,0,1,2,0,2,6,1,0
1,1310479616,T. Stecko,Ty Stecko,Stecko,1B,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,1,2,1,0,0,0,3,0,1,1,1,0
1,1096221440,J. Mccutcheon,Jake Mccutcheon,Mccutcheon,2B,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,0,1,0,0,1,0,8,1,3,3,0,0
1,1162267904,J. Metcho,Jack Metcho,Metcho,SS,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,1,2,1,0,0,0,5,0,1,4,0,0
1,1205520384,E. Krizen,Ethan Krizen,Krizen,C,Murray State University,MURR,730188032,Murray State,BBC,R,R,0,2,0,0,0,1,4,0,4,2,1,0
1,1123968768,J. Lobliner,Jayden Lobliner,Lobliner,DH,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,2,2,0,1,0,0,2,1,1,0,2,0
1,1077586176,C. Santander,Cole Santander,Santander,DH,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,1,1,0,0,0,0,4,1,3,1,4,0
1,1099145728,J. Galloway,Jacob Galloway,Galloway,C,University of Southern California,USC,5047,USC,BBC,L,R,2,4,2,0,0,0,3,2,2,4,0,0
1,1152863744,B. Hot,Bayram Hot,Hot,3B,Marist College,MRST,730374656,Marist,BBC,R,R,1,2,1,0,0,0,2,0,2,3,1,0
1,1152912384,E. Hedges,Ethan Hedges,Hedges,DH,University of Southern California,USC,5047,USC,BBC,R,R,1,2,0,0,0,0,4,0,5,0,2,0
1,1089871104,J. Nati,Jimmy Nati,Nati,1B,Stanford University,STAN,730251264,Stanford,BBC,R,R,3,1,2,1,0,0,2,0,7,3,1,0
1,1207773440,G. Jay,Grant Jay,Jay,C,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,2,4,3,0,3,0,6,1,5,1,0,0
1,1252632576,M. Handron,Max Handron,Handron,3B,University of California,CAL,730152448,California,BBC,L,R,1,2,1,0,0,0,5,0,2,3,1,0
1,1238179072,L. Devenport,Logen Devenport,Devenport,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,2,1,2,0,0,1,4,0,3,6,0,0
1,1178719232,E. Jones,Easton Jones,Jones,3B,Brigham Young University,BYU,730257152,BYU,BBC,R,R,2,4,0,0,1,0,4,0,1,2,0,0
1,1196846336,T. Mcandrews,Tommy Mcandrews,Mcandrews,C,Fordham University,FOR,730324992,Fordham,BBC,R,R,0,3,1,0,0,0,7,0,1,1,0,0
1,1119412224,K. White,KJ White,White,SS,Southern University,SOU,4767,Southern,BBC,S,R,1,2,0,0,0,1,0,0,2,6,0,0
1,1213027329,E. Willoughby,Ethan Willoughby,Willoughby,3B,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,0,3,1,0,0,0,4,0,2,7,0,0
1,1239163392,A. Rice,Aidan Rice,Rice,2B,Davidson College,DAV,730363136,Davidson,BBC,R,R,3,0,0,0,0,0,2,2,3,0,0,0
1,1227161344,T. Gray,Triston Gray,Gray,DH,Fresno State,FRES,730384384,Fresno State,BBC,R,R,1,2,1,0,1,0,1,2,5,4,2,0
1,1200817408,N. Burns ll,Nin Burns ll,Burns ll,CF,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,2,0,1,0,0,2,3,0,0,4,0,0
1,1182854656,C. Smith,Calin Smith,Smith,RF,Marshall University,MRSH,730333696,Marshall,BBC,S,R,3,3,1,0,1,0,6,3,3,2,0,0
1,1274480640,J. Quinn-irons,James Quinn-irons,Quinn-irons,LF,George Mason University,GMU,730265088,George Mason,BBC,R,R,3,2,0,0,2,0,7,0,5,4,0,0
1,1312648704,D. Wood,Derek Wood,Wood,RF,George Mason University,GMU,730265088,George Mason,BBC,S,R,2,3,1,0,0,1,2,0,2,5,0,0
1,1189441024,M. Burroughs,Michael Burroughs,Burroughs,LF,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,1,1,0,0,0,0,4,0,0,10,1,0
1,1139654400,D. Sullivan,Dj Sullivan,Sullivan,LF,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,L,0,2,1,0,0,0,5,0,0,2,1,0
1,1201266944,L. Scales,Luke Scales,Scales,SS,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,2,0,0,0,0,0,3,0,0,4,1,0
1,1338133248,C. Miller,Cody Miller,Miller,SS,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,2,5,0,0,0,0,3,0,3,1,0,0
